x;y
1.4591609941886914;-0.3551604863012777
-0.20735676869400466;-0.1601808306014253
0.12944664254744423;-0.4212942182698457
-0.24251644952602194;-0.3196231085267651
-2.313859495606875;-1.1845501088986627
0.020590177234679142;-0.3902368684595455
0.3017919306528727;-0.5515531230197375
-0.512493390880902;-0.5001087888187714
-1.1546369488847281;-0.3695010684015383
-0.8806064597816493;-0.32858094431222895
0.7641876161355642;-0.42615916461091163
1.972524773046905;0.14686321922741596
1.3824333409054328;0.28010713695688305
-1.3443460048305518;-0.561233248801419
0.8546273105507028;-0.6145330553846757
-0.66316237580929;-0.3758625682968929
-0.5822670625087771;-0.9350702925029215
-0.461975597971284;-0.14467222094756638
0.7060669498554304;-0.27492494112171695
0.9592533764490382;-0.357630663285853
-0.09803107127978798;-0.8896079698055152
-0.08107074100802476;-0.5625608986661944
0.46426374323579306;0.06500186473172231
0.5679945395242418;-0.7972226346276372
1.176225706758529;-0.22629123852468647
-1.2843719755091987;-0.24418156718081074
0.02002733980403;-0.5290120455880176
-1.0680243758911776;-0.7054524148612983
-0.050942279063403054;-0.35897584697619
-0.22617528768076092;-0.5083832810667936
-0.04674945390270229;-0.7681258393095844
-0.7997428881105317;-1.0633482163576946
-1.4872897932074287;-0.6046503105429573
-2.094437526714903;-0.4107127314070056
-0.13118015426484045;-0.84664153460025
-0.4310011058329391;-0.7998580658050722
-0.6759376648038271;-0.6878047720430798
1.3225484628316608;0.13601368340171738
-0.8594381867953109;-0.8241526204613038
1.4168340821388028;0.22750401221248884
1.623843744269257;-0.5596813045203309
-1.950900466789381;-0.3628889253223424
0.09238145899896975;-0.3491561806656348
-0.3996964908359908;-0.3459976145988358
-2.9118039447172657;-1.1214170543044943
-1.4446412530684143;-0.42424509596964144
0.7749361071084743;-0.6117412964799399
2.0191992527112643;-0.4895032892535893
0.9026781426992484;-0.35816209324259485
0.3236324725129776;-0.01162262838700856
-0.021332381631087506;-0.17690031306643028
1.6826629146481138;-0.08614294365617525
2.1482392019576406;0.05860137903304863
-0.5868426795241861;-0.9109640259890194
-1.999986560310291;-0.47262777752337637
-2.0981874632712016;-0.5452826186906503
1.321880992159802;-0.01638683927202722
-0.047058540774386516;-0.4705960857938387
